#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
593	NR_024628	chr10	+	1068576	1090141	1090141	1090141	4	1068576,1081753,1082728,1089468,	1068723,1081916,1082833,1090141,	0	IDI2-AS1	unk	unk	-1,-1,-1,-1,
593	NR_024629	chr10	+	1068576	1090141	1090141	1090141	3	1068576,1082728,1089468,	1068723,1082833,1090141,	0	IDI2-AS1	unk	unk	-1,-1,-1,
593	NR_027708	chr10	+	1068576	1090141	1090141	1090141	5	1068576,1081229,1081753,1082728,1089468,	1068723,1081362,1081916,1082833,1090141,	0	IDI2-AS1	unk	unk	-1,-1,-1,-1,-1,
593	NR_027709	chr10	+	1068576	1090141	1090141	1090141	5	1068576,1081229,1081753,1082728,1089468,	1068723,1081446,1081916,1082833,1090141,	0	IDI2-AS1	unk	unk	-1,-1,-1,-1,-1,
593	NM_004508	chr10	-	1085963	1095061	1087126	1094943	5	1085963,1088571,1089240,1089938,1094803,	1087444,1088702,1089333,1090111,1095061,	0	IDI1	cmpl	cmpl	0,1,1,2,0,
593	NM_014023	chr10	+	1102775	1178237	1118095	1175284	14	1102775,1118055,1123846,1125950,1126351,1130342,1132225,1139391,1142109,1149541,1151065,1170157,1170849,1175152,	1102908,1118233,1123943,1126046,1126416,1130478,1132297,1139436,1142186,1149776,1151207,1170292,1170964,1178237,	0	WDR37	cmpl	cmpl	-1,0,0,1,1,0,1,1,1,0,1,2,2,0,
594	NR_015376	chr10	+	1205707	1210612	1210612	1210612	3	1205707,1206492,1208486,	1205930,1206577,1210612,	0	LINC00200	unk	unk	-1,-1,-1,
74	NM_018702	chr10	-	1223252	1779670	1229132	1779344	10	1223252,1230800,1245905,1262890,1279635,1284193,1313149,1405222,1421268,1779244,	1229309,1230979,1246087,1263059,1279787,1284362,1313264,1406112,1421355,1779670,	0	ADARB2	cmpl	cmpl	0,1,2,1,2,1,0,1,1,0,
74	NR_033387	chr10	+	1568824	1599179	1599179	1599179	2	1568824,1598805,	1569094,1599179,	0	ADARB2-AS1	unk	unk	-1,-1,
600	NR_040253	chr10	-	2047666	2056542	2056542	2056542	3	2047666,2055440,2056328,	2049337,2055652,2056542,	0	LOC282980	unk	unk	-1,-1,-1,
602	NR_038884	chr10	-	2342512	2357268	2357268	2357268	3	2342512,2348461,2357223,	2347930,2348503,2357268,	0	LOC399708	unk	unk	-1,-1,-1,
9	NM_002627	chr10	+	3109711	3178997	3109787	3178771	22	3109711,3124579,3141466,3143556,3145970,3147306,3147584,3149405,3150892,3151546,3154413,3155310,3155563,3158967,3160973,3162083,3172010,3174571,3175394,3176674,3177927,3178641,	3109899,3124653,3141544,3143746,3146136,3147351,3147693,3149501,3150985,3151672,3154478,3155380,3155710,3159038,3161061,3162236,3172175,3174633,3175506,3176774,3178030,3178997,	0	PFKP	cmpl	cmpl	0,1,0,0,1,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,1,2,
9	NM_001242339	chr10	+	3110818	3178997	3111573	3178771	24	3110818,3111465,3124579,3141466,3143112,3143556,3145970,3147306,3147584,3149405,3150892,3151546,3154413,3155310,3155563,3158967,3160973,3162083,3172010,3174571,3175394,3176674,3177927,3178641,	3110934,3111581,3124653,3141544,3143192,3143746,3146136,3147351,3147693,3149501,3150985,3151672,3154478,3155380,3155710,3159038,3161061,3162236,3172175,3174633,3175506,3176774,3178030,3178997,	0	PFKP	cmpl	cmpl	-1,0,2,1,1,0,1,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,1,2,
609	NM_014889	chr10	-	3179918	3215033	3180222	3214964	27	3179918,3180426,3181095,3182878,3185580,3186483,3187787,3189341,3189763,3190178,3190362,3191812,3193438,3197782,3199121,3199626,3200231,3201105,3202039,3202395,3205916,3207429,3207604,3208420,3209127,3212295,3214908,	3180316,3180529,3181241,3183004,3185693,3186558,3187908,3189442,3189929,3190255,3190483,3191945,3193555,3197921,3199256,3199723,3200345,3201234,3202128,3202522,3206077,3207526,3207719,3208572,3209234,3212398,3215033,	0	PITRM1	cmpl	cmpl	2,1,2,2,0,0,2,0,2,0,2,1,1,0,0,2,2,2,0,2,0,2,1,2,0,2,0,
609	NM_001242307	chr10	-	3179918	3215033	3180222	3214964	27	3179918,3180426,3181095,3182878,3185580,3186483,3187787,3189341,3189763,3190178,3190359,3191812,3193438,3197782,3199121,3199626,3200231,3201105,3202039,3202395,3205916,3207429,3207604,3208420,3209127,3212295,3214908,	3180316,3180529,3181241,3183004,3185693,3186558,3187908,3189442,3189929,3190255,3190483,3191945,3193555,3197921,3199256,3199723,3200345,3201234,3202128,3202522,3206077,3207526,3207719,3208572,3209234,3212398,3215033,	0	PITRM1	cmpl	cmpl	2,1,2,2,0,0,2,0,2,0,2,1,1,0,0,2,2,2,0,2,0,2,1,2,0,2,0,
609	NM_001242309	chr10	-	3179919	3215033	3180222	3214971	24	3179919,3180426,3181095,3182878,3185580,3186483,3187787,3189341,3189763,3191812,3193438,3197782,3199121,3199626,3200231,3201105,3202039,3202395,3205916,3207429,3207604,3208420,3209127,3214908,	3180316,3180529,3181241,3183004,3185693,3186558,3187908,3189442,3189929,3191945,3193555,3197921,3199256,3199723,3200345,3201234,3202128,3202522,3206077,3207526,3207719,3208572,3209234,3215033,	0	PITRM1	cmpl	cmpl	2,1,2,2,0,0,2,0,2,1,1,0,0,2,2,2,0,2,0,2,1,2,0,0,
609	NR_038284	chr10	+	3183792	3190821	3190821	3190821	4	3183792,3185163,3186047,3187162,	3183961,3185280,3186178,3190821,	0	LOC100507034	unk	unk	-1,-1,-1,-1,
614	NM_001300	chr10	-	3818187	3827473	3821730	3827206	4	3818187,3822297,3823832,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	cmpl	cmpl	2,1,0,0,
614	NR_027653	chr10	-	3818187	3827473	3827473	3827473	4	3818187,3822297,3823986,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	unk	unk	-1,-1,-1,-1,
614	NM_001160125	chr10	-	3818187	3827473	3821744	3827206	3	3818187,3823832,3827104,	3821782,3824406,3827473,	0	KLF6	cmpl	cmpl	1,0,0,
614	NM_001160124	chr10	-	3818187	3827473	3821730	3827206	4	3818187,3822297,3823958,3827104,	3821782,3822421,3824406,3827473,	0	KLF6	cmpl	cmpl	2,1,0,0,
77	NR_024475	chr10	-	4692376	4720262	4720262	4720262	4	4692376,4699792,4701644,4720240,	4693395,4699917,4701872,4720262,	0	LOC100216001	unk	unk	-1,-1,-1,-1,
620	NR_015425	chr10	+	4698347	4704606	4704606	4704606	3	4698347,4702173,4703890,	4698512,4702303,4704606,	0	LOC338588	unk	unk	-1,-1,-1,
622	NM_001040177	chr10	+	4868401	4890251	4868516	4889722	10	4868401,4872866,4875541,4877866,4879650,4881920,4883976,4884612,4889339,4889679,	4868555,4873034,4875658,4878001,4879773,4882018,4884049,4884696,4889422,4890251,	0	AKR1E2	cmpl	cmpl	0,0,0,0,0,0,2,0,0,2,
622	NR_026743	chr10	-	4913858	4958465	4958465	4958465	11	4913858,4918162,4918828,4919646,4927171,4929529,4930276,4932028,4934074,4955927,4958384,	4914130,4918245,4918994,4919756,4927285,4929606,4930393,4932196,4934216,4955994,4958465,	0	tAKR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
623	NM_001353	chr10	+	5005453	5020158	5005636	5019934	9	5005453,5008105,5009118,5010500,5011013,5014392,5014775,5018042,5019891,	5005720,5008273,5009235,5010578,5011136,5014502,5014941,5018125,5020158,	0	AKR1C1	cmpl	cmpl	0,0,0,0,0,0,2,0,2,
623	NM_001354	chr10	-	5029967	5060225	5032187	5046027	11	5029967,5034022,5037510,5037947,5040816,5041391,5042741,5043705,5045943,5049598,5060091,	5032230,5034105,5037676,5038057,5040939,5041469,5042858,5043873,5046206,5049698,5060225,	0	AKR1C2	cmpl	cmpl	2,0,2,0,0,0,0,0,0,-1,-1,
623	NM_205845	chr10	-	5029967	5060225	5032187	5046027	10	5029967,5034022,5037510,5037947,5040816,5041391,5042741,5043705,5045943,5060091,	5032230,5034105,5037676,5038057,5040939,5041469,5042858,5043873,5046206,5060225,	0	AKR1C2	cmpl	cmpl	2,0,2,0,0,0,0,0,0,-1,
623	NM_001135241	chr10	-	5042102	5046206	5042601	5046027	4	5042102,5042741,5043705,5045943,	5042652,5042858,5043873,5046206,	0	AKR1C2	cmpl	cmpl	0,0,0,0,
77	NM_001253908	chr10	+	5090957	5149878	5091003	5149695	9	5090957,5138601,5139625,5140993,5141518,5144292,5144676,5147786,5149652,	5091087,5138769,5139742,5141071,5141641,5144402,5144842,5147869,5149878,	0	AKR1C3	cmpl	cmpl	0,0,0,0,0,0,2,0,2,
624	NM_003739	chr10	+	5136567	5149878	5136636	5149695	9	5136567,5138601,5139625,5140993,5141518,5144292,5144676,5147786,5149652,	5136720,5138769,5139742,5141071,5141641,5144402,5144842,5147869,5149878,	0	AKR1C3	cmpl	cmpl	0,0,0,0,0,0,2,0,2,
624	NM_001253909	chr10	+	5136567	5140368	5136636	5139790	3	5136567,5138601,5139625,	5136720,5138769,5140368,	0	AKR1C3	cmpl	cmpl	0,0,0,
624	NR_027916	chr10	-	5196654	5227150	5227150	5227150	8	5196654,5199835,5202081,5202773,5203674,5203818,5204815,5226974,	5197952,5200001,5202148,5202852,5203730,5203935,5204983,5227150,	0	AKR1CL1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
9	NM_001818	chr10	+	5238797	5260910	5238830	5260723	9	5238797,5242143,5246339,5247719,5248237,5254578,5254956,5258673,5260680,	5238914,5242311,5246456,5247797,5248360,5254688,5255122,5258756,5260910,	0	AKR1C4	cmpl	cmpl	0,0,0,0,0,0,2,0,2,
626	NM_053049	chr10	+	5406975	5416169	5415683	5416169	2	5406975,5415677,	5407193,5416169,	0	UCN3	cmpl	cmpl	-1,0,
626	NM_001171864	chr10	-	5435060	5446793	5435479	5446755	4	5435060,5437289,5442806,5446752,	5436424,5437438,5442930,5446793,	0	TUBAL3	cmpl	cmpl	0,1,0,0,
626	NM_024803	chr10	-	5435060	5446793	5435479	5446755	4	5435060,5437289,5442806,5446752,	5436424,5437438,5443050,5446793,	0	TUBAL3	cmpl	cmpl	0,1,0,0,
626	NM_001047160	chr10	+	5454517	5500426	5454655	5498957	12	5454517,5468617,5471132,5493792,5494320,5494820,5495212,5495446,5496227,5496910,5498049,5498550,	5454783,5468684,5471192,5493900,5494488,5494883,5495309,5495523,5496485,5497081,5498236,5500426,	0	NET1	cmpl	cmpl	0,2,0,0,0,0,0,1,0,0,0,1,
626	NM_005863	chr10	+	5488545	5500426	5488728	5498957	10	5488545,5493792,5494320,5494820,5495212,5495446,5496227,5496910,5498049,5498550,	5488821,5493900,5494488,5494883,5495309,5495523,5496485,5497081,5498236,5500426,	0	NET1	cmpl	cmpl	0,0,0,0,0,1,0,0,0,1,
627	NM_017422	chr10	-	5540657	5541533	5540960	5541401	1	5540657,	5541533,	0	CALML5	cmpl	cmpl	0,
627	NM_005185	chr10	+	5566923	5568225	5567048	5567498	1	5566923,	5568225,	0	CALML3	cmpl	cmpl	0,
628	NR_024581	chr10	-	5680819	5708558	5708558	5708558	5	5680819,5683732,5690932,5694825,5708471,	5682793,5683924,5691067,5695013,5708558,	0	ASB13	unk	unk	-1,-1,-1,-1,-1,
628	NM_024701	chr10	-	5680819	5708558	5682665	5708514	6	5680819,5683732,5690932,5693175,5694825,5708471,	5682793,5683924,5691067,5693326,5695013,5708558,	0	ASB13	cmpl	cmpl	1,1,1,0,1,0,
628	NR_037164	chr10	-	5680819	5708558	5708558	5708558	7	5680819,5683732,5684435,5690932,5693175,5694825,5708471,	5682793,5683924,5684516,5691067,5693326,5695013,5708558,	0	ASB13	unk	unk	-1,-1,-1,-1,-1,-1,-1,
78	NM_017782	chr10	+	5726800	5805703	5762605	5804995	21	5726800,5754785,5759621,5762506,5762717,5762833,5765639,5766392,5768847,5769023,5772449,5777266,5781580,5784059,5788141,5798575,5799482,5800849,5803252,5804494,5804991,	5727138,5754881,5759713,5762631,5762737,5762933,5765740,5766496,5768920,5769086,5773166,5777509,5782460,5784489,5791990,5798701,5799636,5800955,5803434,5804609,5805703,	0	FAM208B	cmpl	cmpl	-1,-1,-1,0,2,1,2,1,0,1,1,1,1,2,0,0,0,1,2,1,2,
629	NM_001494	chr10	-	5807185	5855512	5807968	5855221	11	5807185,5808203,5808456,5810175,5815804,5827104,5827814,5836847,5838725,5842560,5855176,	5808115,5808258,5808601,5810347,5815904,5827236,5828013,5836982,5838825,5842668,5855512,	0	GDI2	cmpl	cmpl	0,2,1,0,2,2,1,1,0,0,0,
629	NM_001115156	chr10	-	5807185	5855512	5807968	5855221	10	5807185,5808203,5808456,5810175,5815804,5827104,5827814,5838725,5842560,5855176,	5808115,5808258,5808601,5810347,5815904,5827236,5828013,5838825,5842668,5855512,	0	GDI2	cmpl	cmpl	0,2,1,0,2,2,1,0,0,0,
630	NM_019046	chr10	-	5903688	5931860	5920092	5931317	8	5903688,5920059,5922260,5924968,5925931,5927685,5929809,5931003,	5904654,5920250,5922339,5925130,5926040,5927728,5930030,5931860,	0	ANKRD16	cmpl	cmpl	-1,1,0,0,2,1,2,0,
630	NM_001009941	chr10	-	5920049	5931860	5920092	5931317	7	5920049,5922260,5924968,5925931,5927685,5929809,5931003,	5920250,5922339,5925130,5926040,5927728,5930030,5931860,	0	ANKRD16	cmpl	cmpl	1,0,0,2,1,2,0,
630	NM_001009943	chr10	-	5920049	5931860	5920184	5931317	6	5920049,5924968,5925931,5927685,5929809,5931003,	5920250,5925130,5926040,5927728,5930030,5931860,	0	ANKRD16	cmpl	cmpl	0,0,2,1,2,0,
630	NM_178150	chr10	+	5932213	5979556	5932308	5979243	21	5932213,5944982,5947999,5950887,5951121,5952900,5955709,5956140,5957365,5958196,5959382,5959552,5960304,5963220,5963410,5965583,5966273,5967329,5969397,5978418,5979072,	5932309,5945138,5948595,5951018,5951257,5953091,5955802,5956232,5957534,5958419,5959470,5959639,5960441,5963320,5963532,5965659,5966471,5967455,5969504,5978550,5979556,	0	FBXO18	cmpl	cmpl	0,1,1,0,2,0,2,2,1,2,0,1,1,0,1,0,1,1,1,0,0,
630	NM_032807	chr10	+	5936348	5979556	5936452	5979243	22	5936348,5937018,5944982,5947999,5950887,5951121,5952900,5955709,5956140,5957365,5958196,5959382,5959552,5960304,5963220,5963410,5965583,5966273,5967329,5969397,5978418,5979072,	5936474,5937150,5945138,5948595,5951018,5951257,5953091,5955802,5956232,5957534,5958419,5959470,5959639,5960441,5963320,5963532,5965659,5966471,5967455,5969504,5978550,5979556,	0	FBXO18	cmpl	cmpl	0,1,1,1,0,2,0,2,2,1,2,0,1,1,0,1,0,1,1,1,0,0,
630	NM_002189	chr10	-	5994333	6019574	5995057	6019455	7	5994333,5998341,6001716,6002329,6005705,6008107,6019367,	5995169,5998417,6001749,6002530,6005804,6008302,6019574,	0	IL15RA	cmpl	cmpl	2,1,1,1,1,1,0,
630	NM_172200	chr10	-	5994333	6019574	5995057	6019455	6	5994333,5998341,6001716,6002329,6008107,6019367,	5995169,5998417,6001749,6002530,6008302,6019574,	0	IL15RA	cmpl	cmpl	2,1,1,1,1,0,
630	NM_001243539	chr10	-	5994333	6020150	5995057	6008282	7	5994333,5998341,6001716,6002329,6005705,6008107,6019739,	5995169,5998417,6001749,6002530,6005804,6008302,6020150,	0	IL15RA	cmpl	cmpl	2,1,1,1,1,0,-1,
631	NM_000417	chr10	-	6052656	6104333	6054834	6104114	8	6052656,6060015,6061390,6061832,6063440,6066206,6067796,6104050,	6054859,6060082,6061462,6061904,6063656,6066317,6067988,6104333,	0	IL2RA	cmpl	cmpl	2,1,1,1,1,1,1,0,
631	NM_032905	chr10	+	6130948	6159422	6139028	6157519	12	6130948,6139010,6143233,6146893,6148103,6150648,6151948,6154172,6155470,6156011,6157201,6157415,	6131156,6139151,6143350,6147060,6148201,6150705,6152090,6154324,6155544,6156110,6157274,6159422,	0	RBM17	cmpl	cmpl	-1,0,0,0,2,1,1,2,1,0,0,1,
631	NM_001145547	chr10	+	6131308	6159422	6139028	6157519	12	6131308,6139010,6143233,6146893,6148103,6150648,6151948,6154172,6155470,6156011,6157201,6157415,	6131934,6139151,6143350,6147060,6148201,6150705,6152090,6154324,6155544,6156110,6157274,6159422,	0	RBM17	cmpl	cmpl	-1,0,0,0,2,1,1,2,1,0,0,1,
632	NM_001145443	chr10	+	6186842	6277507	6186960	6274905	15	6186842,6255585,6257183,6258087,6258668,6259097,6261531,6262620,6263343,6263603,6264817,6265920,6266111,6268154,6274857,	6186976,6255711,6257280,6258154,6258743,6259154,6261656,6262828,6263490,6263708,6264947,6265983,6266176,6268328,6277507,	0	PFKFB3	cmpl	cmpl	0,1,1,2,0,0,0,2,0,0,0,1,1,0,0,
632	NR_036111	chr10	+	6194158	6194240	6194240	6194240	1	6194158,	6194240,	0	MIR3155A	unk	unk	-1,
632	NR_039698	chr10	-	6194170	6194225	6194225	6194225	1	6194170,	6194225,	0	MIR3155B	unk	unk	-1,
632	NM_004566	chr10	+	6244839	6277507	6245223	6274905	15	6244839,6255585,6257183,6258087,6258668,6259097,6261531,6262620,6263343,6263603,6264817,6265920,6266111,6268154,6274857,	6245299,6255711,6257280,6258154,6258743,6259154,6261656,6262828,6263490,6263708,6264947,6265983,6266176,6268328,6277507,	0	PFKFB3	cmpl	cmpl	0,1,1,2,0,0,0,2,0,0,0,1,1,0,0,
633	NR_040079	chr10	+	6319649	6377937	6377937	6377937	7	6319649,6368508,6369893,6372914,6373172,6373462,6377218,	6319770,6368605,6371772,6372978,6373268,6373565,6377937,	0	LOC399715	unk	unk	-1,-1,-1,-1,-1,-1,-1,
79	NM_006257	chr10	-	6469104	6622254	6470168	6557097	18	6469104,6472771,6483854,6498635,6504264,6506274,6520953,6525401,6527113,6527996,6533644,6538996,6539181,6540357,6549397,6552956,6556979,6622172,	6470324,6472900,6484043,6498774,6504327,6506366,6521127,6525562,6527231,6528106,6533774,6539082,6539213,6540520,6549458,6553156,6557106,6622254,	0	PRKCQ	cmpl	cmpl	0,0,0,2,2,0,0,1,0,1,0,1,2,1,0,1,0,-1,
79	NM_001242413	chr10	-	6469104	6622254	6470168	6557097	17	6469104,6472771,6498635,6504264,6506274,6520953,6525401,6527113,6527996,6533644,6538996,6539181,6540357,6549397,6552956,6556979,6622172,	6470324,6472900,6498774,6504327,6506366,6521127,6525562,6527231,6528106,6533774,6539082,6539213,6540520,6549458,6553156,6557106,6622254,	0	PRKCQ	cmpl	cmpl	0,0,2,2,0,0,1,0,1,0,1,2,1,0,1,0,-1,
635	NR_036503	chr10	+	6622386	6627323	6627323	6627323	2	6622386,6625637,	6622889,6627323,	0	LOC439949	unk	unk	-1,-1,
635	NR_036502	chr10	+	6622386	6627323	6627323	6627323	3	6622386,6624099,6625637,	6622889,6624163,6627323,	0	LOC439949	unk	unk	-1,-1,-1,
637	NR_038291	chr10	+	6821559	6884868	6884868	6884868	5	6821559,6823265,6875604,6879935,6882352,	6821849,6823448,6875650,6879970,6884868,	0	LOC100507127	unk	unk	-1,-1,-1,-1,-1,
9	NM_001018039	chr10	-	7200585	7451303	7205731	7423860	21	7200585,7212889,7213856,7214456,7217951,7230585,7239509,7242375,7244441,7247776,7262372,7269816,7285519,7290509,7318853,7325865,7327827,7409610,7412242,7423760,7451263,	7205872,7213018,7214120,7214623,7218127,7230695,7239649,7242446,7244484,7247890,7262499,7269899,7285667,7290611,7318951,7326112,7327916,7409851,7412337,7423911,7451303,	0	SFMBT2	cmpl	cmpl	0,0,0,1,2,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,-1,
9	NM_001029880	chr10	-	7200585	7453448	7205731	7423860	21	7200585,7212889,7213856,7214456,7217951,7230585,7239509,7242375,7244441,7247776,7262372,7269816,7285519,7290509,7318853,7325865,7327827,7409610,7412242,7423760,7453306,	7205872,7213018,7214120,7214623,7218127,7230695,7239649,7242446,7244484,7247890,7262499,7269899,7285667,7290611,7318951,7326112,7327916,7409851,7412337,7423911,7453448,	0	SFMBT2	cmpl	cmpl	0,0,0,1,2,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,-1,
80	NM_032817	chr10	-	7601231	7661636	7605044	7661553	11	7601231,7605078,7607992,7611630,7615104,7618415,7621717,7627863,7657944,7659075,7661543,	7605077,7605347,7608370,7611747,7615158,7618975,7622027,7628032,7658061,7659245,7661636,	0	ITIH5	cmpl	cmpl	0,1,1,1,1,2,1,0,0,1,0,
80	NM_030569	chr10	-	7601231	7708961	7605044	7708855	15	7601231,7605078,7607992,7611630,7615104,7618415,7621717,7627863,7657944,7659075,7679190,7682716,7683889,7697593,7708765,	7605077,7605347,7608370,7611747,7615158,7618975,7622027,7628032,7658061,7659245,7679441,7682818,7684053,7697638,7708961,	0	ITIH5	cmpl	cmpl	0,1,1,1,1,2,1,0,0,1,2,2,0,0,0,
643	NM_001001851	chr10	-	7613367	7708961	7614284	7708855	12	7613367,7615104,7618415,7621717,7627863,7657944,7659075,7679190,7682716,7683889,7697593,7708765,	7614361,7615158,7618975,7622027,7628032,7658061,7659245,7679441,7682818,7684053,7697638,7708961,	0	ITIH5	cmpl	cmpl	1,1,2,1,0,0,1,2,2,0,0,0,
644	NM_002216	chr10	+	7745235	7791483	7745397	7791297	21	7745235,7747070,7749163,7750984,7755143,7759588,7762818,7763611,7765413,7768912,7769665,7771914,7773773,7774300,7776884,7780583,7785108,7786044,7786753,7788555,7791149,	7745481,7747145,7749196,7751154,7755248,7759751,7762926,7763740,7765530,7769081,7769791,7772096,7773959,7774440,7777054,7780721,7785222,7786243,7786926,7788667,7791483,	0	ITIH2	cmpl	cmpl	0,0,0,0,2,2,0,0,0,0,1,1,0,0,2,1,1,1,2,1,2,
644	NR_045609	chr10	-	7792924	7829990	7829990	7829990	14	7792924,7795914,7801852,7804419,7805685,7808015,7811178,7816793,7817713,7820800,7822018,7822226,7825043,7829782,	7795562,7796032,7801953,7804519,7805754,7808066,7811308,7816854,7817762,7820982,7822141,7822270,7825138,7829990,	0	KIN	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
644	NM_012311	chr10	-	7792924	7829990	7798042	7829896	13	7792924,7801852,7804419,7805685,7808015,7811178,7816793,7817713,7820800,7822018,7822226,7825043,7829782,	7798105,7801953,7804519,7805754,7808066,7811308,7816854,7817762,7820982,7822141,7822270,7825138,7829990,	0	KIN	cmpl	cmpl	0,1,0,0,0,2,1,0,1,1,2,0,0,
644	NR_045610	chr10	-	7801233	7829990	7829990	7829990	11	7801233,7804419,7805685,7808015,7811178,7816793,7817713,7820800,7822018,7822226,7829782,	7801953,7804519,7805754,7808066,7811308,7816854,7817762,7820982,7822141,7822270,7829990,	0	KIN	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
644	NM_005174	chr10	+	7830092	7849762	7830170	7849625	9	7830092,7838083,7839009,7840952,7841734,7841989,7844232,7844720,7849621,	7830226,7838118,7839141,7841157,7841878,7842054,7844388,7844817,7849762,	0	ATP5C1	cmpl	cmpl	0,2,1,1,2,2,1,1,2,
