#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
12	NM_003253	chr21	-	32490735	32931290	32492685	32639288	29	32490735,32496839,32499382,32502530,32503207,32508250,32513435,32513642,32519212,32524953,32525383,32526564,32537278,32554737,32559316,32567539,32575223,32582360,32585713,32589868,32595721,32598041,32617803,32624057,32638325,32649047,32711557,32836295,32931239,	32493155,32497012,32499470,32502633,32503266,32508359,32513554,32513822,32519321,32525079,32525452,32526744,32537382,32554962,32559403,32567621,32575328,32582531,32585788,32590015,32595907,32598266,32617976,32624505,32639299,32649224,32711737,32836348,32931290,	0	TIAM1	cmpl	cmpl	1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,
12	NM_001204303	chr21	-	27252860	27543138	27253980	27542938	15	27252860,27264033,27269884,27284052,27326903,27327940,27347382,27348266,27354656,27394155,27423315,27425551,27462258,27484295,27542881,	27254082,27264180,27269985,27284274,27327003,27328069,27347541,27348341,27354790,27394358,27423509,27425664,27462388,27484463,27543138,	0	APP	cmpl	cmpl	0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,
13	NM_000874	chr21	+	34602230	34635062	34614227	34635021	9	34602230,34614144,34615977,34617255,34619022,34621013,34624966,34632901,34634865,	34602521,34614282,34616019,34617379,34619195,34621159,34625135,34633032,34635062,	0	IFNAR2	cmpl	cmpl	-1,0,1,1,2,1,0,1,0,
13	NM_207584	chr21	+	34602230	34635062	34614227	34635021	9	34602230,34614190,34615977,34617255,34619022,34621013,34624966,34632901,34634865,	34602521,34614282,34616019,34617379,34619195,34621159,34625135,34633032,34635062,	0	IFNAR2	cmpl	cmpl	-1,0,1,1,2,1,0,1,0,
13	NM_207585	chr21	+	34602230	34636820	34614227	34635805	9	34602230,34614190,34615977,34617255,34619022,34621013,34624966,34632901,34635097,	34602521,34614282,34616019,34617379,34619195,34621159,34625135,34633032,34636820,	0	IFNAR2	cmpl	cmpl	-1,0,1,1,2,1,0,1,0,
13	NM_015358	chr21	+	37692486	37748944	37692562	37747594	17	37692486,37705943,37709171,37710029,37711071,37713696,37716876,37717209,37721608,37728917,37732252,37732481,37734480,37736390,37741285,37744671,37747440,	37692601,37706016,37709304,37710244,37711219,37713844,37717005,37717329,37721706,37729022,37732375,37732556,37734526,37736557,37742174,37744829,37748944,	0	MORC3	cmpl	cmpl	0,0,1,2,1,2,0,0,0,2,2,2,2,0,2,0,2,
13	NM_101395	chr21	+	38739858	38887679	38792676	38878610	13	38739858,38782871,38792600,38844985,38850482,38852939,38858768,38862476,38865318,38868419,38877585,38878401,38884213,	38739930,38782972,38792686,38845182,38850602,38853128,38858916,38862763,38865465,38868560,38877892,38878657,38887679,	0	DYRK1A	cmpl	cmpl	-1,-1,0,1,0,0,0,1,0,0,0,1,-1,
13	NM_130436	chr21	+	38791206	38887679	38792676	38884834	11	38791206,38844985,38850509,38852939,38858768,38862476,38865318,38868419,38877585,38878401,38884213,	38792686,38845182,38850602,38853128,38858916,38862763,38865465,38868560,38877892,38878526,38887679,	0	DYRK1A	cmpl	cmpl	0,1,0,0,0,1,0,0,0,1,0,
13	NM_130438	chr21	+	38792600	38887679	38792676	38884257	10	38792600,38844985,38850482,38852939,38858768,38862476,38865318,38868419,38877585,38884213,	38792686,38845182,38850602,38853128,38858916,38862763,38865465,38868560,38877892,38887679,	0	DYRK1A	cmpl	cmpl	0,1,0,0,0,1,0,0,0,1,
13	NM_001396	chr21	+	38792601	38887679	38792676	38884834	11	38792601,38844985,38850482,38852939,38858768,38862476,38865318,38868419,38877585,38878401,38884213,	38792686,38845182,38850602,38853128,38858916,38862763,38865465,38868560,38877892,38878526,38887679,	0	DYRK1A	cmpl	cmpl	0,1,0,0,0,1,0,0,0,1,0,
13	NM_001136155	chr21	-	39751949	39870428	39755324	39795443	9	39751949,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39870428,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,0,-1,
13	NM_182918	chr21	-	39751949	39870428	39755324	39870304	10	39751949,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39870286,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39870428,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,
13	NM_001136154	chr21	-	39751949	40033704	39755324	39947624	12	39751949,39762916,39763580,39764297,39772495,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39772567,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,1,2,0,0,-1,-1,
13	NM_004449	chr21	-	39751949	40033704	39755324	39947624	11	39751949,39762916,39763580,39764297,39774478,39775427,39795331,39817326,39947585,39956767,40033581,	39755845,39762964,39763637,39764366,39774559,39775631,39795483,39817544,39947671,39956869,40033704,	0	ERG	cmpl	cmpl	1,1,1,1,1,1,2,0,0,-1,-1,
14	NM_015056	chr21	+	45079431	45115960	45079545	45113264	16	45079431,45089764,45092188,45093750,45094516,45094914,45096152,45096613,45103159,45104433,45105650,45106684,45107396,45110168,45111319,45113070,	45079675,45089847,45092246,45093836,45094578,45095044,45096217,45096795,45103254,45104531,45105670,45106816,45108121,45110321,45111383,45115960,	0	RRP1B	cmpl	cmpl	0,1,0,1,0,2,0,2,1,0,2,1,1,0,0,1,
82	NM_001033515	chr21	-	9907193	9968585	9908330	9966378	4	9907193,9909046,9966321,9968515,	9908432,9909277,9966380,9968585,	0	LOC100132288	cmpl	cmpl	0,0,0,-1,
86	NR_026916	chr21	+	14410486	14490571	14490571	14490571	12	14410486,14414822,14415099,14417483,14421285,14424116,14432786,14435160,14437495,14439172,14441495,14490158,	14410745,14414937,14415273,14417591,14421350,14425023,14433204,14435279,14438020,14439369,14441613,14490571,	0	ANKRD30BP2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
87	NR_027270	chr21	-	15316095	15352765	15352765	15352765	6	15316095,15317359,15323387,15323552,15326386,15352022,	15316183,15317430,15323460,15323581,15326471,15352765,	0	C21orf81	unk	unk	-1,-1,-1,-1,-1,-1,
87	NM_144770	chr21	+	15588465	15600693	15588507	15599614	5	15588465,15591883,15593417,15596758,15599200,	15588603,15592046,15593490,15596858,15600693,	0	RBM11	cmpl	cmpl	0,0,1,2,0,
88	NM_022136	chr21	-	15857548	15918664	15858232	15918582	8	15857548,15870762,15872849,15882630,15884764,15889212,15893470,15918525,	15858435,15870913,15873056,15882782,15884894,15889362,15893542,15918664,	0	SAMSN1	cmpl	cmpl	1,0,0,1,0,0,0,0,
88	NM_003489	chr21	-	16333555	16437126	16337036	16340513	4	16333555,16386664,16415815,16437065,	16340847,16386787,16415895,16437126,	0	NRIP1	cmpl	cmpl	0,-1,-1,-1,
89	NM_013396	chr21	+	17102495	17252377	17102712	17250794	24	17102495,17135209,17138315,17150222,17163820,17172075,17177439,17181127,17183455,17191016,17196357,17197284,17198522,17199295,17202849,17203719,17205666,17214716,17236586,17238584,17242386,17246721,17250114,17250621,	17102757,17135287,17138460,17150346,17163983,17172162,17177577,17181204,17183529,17191165,17196485,17197380,17198684,17199522,17202920,17203948,17205867,17214859,17236765,17238663,17242466,17246845,17250310,17252377,	0	USP25	cmpl	cmpl	0,0,0,1,2,0,0,0,2,1,0,2,2,2,1,0,1,1,0,2,0,2,0,1,
91	NM_001204175	chr21	+	19289656	19639687	19628869	19638355	6	19289656,19628825,19629286,19632516,19635107,19638270,	19289717,19629135,19629444,19632603,19635210,19639687,	0	CHODL	cmpl	cmpl	-1,0,2,1,1,2,
91	NM_001204176	chr21	+	19289656	19639687	19628869	19638355	7	19289656,19400189,19628825,19629286,19632516,19635107,19638270,	19289717,19400289,19629135,19629444,19632603,19635210,19639687,	0	CHODL	cmpl	cmpl	-1,-1,0,2,1,1,2,
91	NM_001204177	chr21	+	19289656	19639687	19628869	19638470	5	19289656,19628825,19629286,19632516,19638270,	19289717,19629135,19629444,19632603,19639687,	0	CHODL	cmpl	cmpl	-1,0,2,1,1,
91	NM_001204178	chr21	+	19289656	19639687	19628869	19638470	6	19289656,19400189,19628825,19629286,19632516,19638270,	19289717,19400289,19629135,19629444,19632603,19639687,	0	CHODL	cmpl	cmpl	-1,-1,0,2,1,1,
91	NM_002772	chr21	-	19641432	19775970	19642285	19775939	25	19641432,19647513,19651280,19653356,19666586,19666919,19670050,19685261,19687462,19698748,19701485,19704400,19713729,19715822,19716271,19725219,19726039,19732073,19737456,19744509,19751599,19755943,19770195,19770515,19775794,	19642441,19647653,19651376,19653538,19666761,19666969,19670146,19685394,19687573,19698889,19701611,19704490,19713865,19715973,19716377,19725369,19726180,19732180,19737565,19744641,19751635,19756095,19770263,19770646,19775970,	0	TMPRSS15	cmpl	cmpl	0,1,1,2,1,2,2,1,1,1,1,1,0,2,1,1,1,2,1,1,1,2,0,1,0,
94	NR_024090	chr21	-	22114912	22175426	22175426	22175426	8	22114912,22150735,22150960,22153666,22153887,22154624,22158353,22175312,	22116151,22150865,22151080,22153792,22153979,22154764,22158406,22175426,	0	C21orf131	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
94	NM_004540	chr21	+	22370632	22912517	22370881	22910278	18	22370632,22652897,22656513,22658588,22664423,22696702,22707824,22710708,22746182,22782593,22790792,22804427,22838926,22840982,22849611,22881171,22906857,22910166,	22370936,22652972,22656720,22658732,22664561,22696820,22707985,22710854,22746333,22782781,22790889,22804601,22839046,22841104,22849792,22881376,22906977,22912517,	0	NCAM2	cmpl	cmpl	0,1,1,1,1,1,2,1,0,1,0,1,1,1,0,1,2,2,
98	NM_001197297	chr21	+	27107257	27144771	27113909	27141543	10	27107257,27113883,27117520,27121346,27124299,27130320,27134622,27136520,27136905,27141314,	27107381,27113986,27117665,27121431,27124545,27130515,27134676,27136661,27137098,27144771,	0	GABPA	cmpl	cmpl	-1,0,2,0,1,1,1,1,1,2,
98	NM_002040	chr21	+	27107328	27144771	27113909	27141543	10	27107328,27113883,27117520,27121346,27124299,27130320,27134622,27136520,27136905,27141314,	27107889,27113986,27117665,27121431,27124545,27130515,27134676,27136661,27137098,27144771,	0	GABPA	cmpl	cmpl	-1,0,2,0,1,1,1,1,1,2,
99	NM_052954	chr21	-	27838527	27945581	27840819	27945259	4	27838527,27852590,27938584,27945186,	27840950,27852748,27938687,27945581,	0	CYYR1	cmpl	cmpl	1,2,1,0,
100	NR_024357	chr21	+	29094697	29123552	29123552	29123552	4	29094697,29115711,29118136,29123390,	29094732,29115823,29118351,29123552,	0	NCRNA00113	unk	unk	-1,-1,-1,-1,
102	NM_020152	chr21	+	30452872	30548202	30458181	30547213	9	30452872,30457392,30458133,30463821,30463988,30464759,30521509,30532261,30547032,	30453029,30457464,30458238,30463897,30464082,30464902,30521571,30532377,30548202,	0	C21orf7	cmpl	cmpl	-1,-1,0,0,1,2,1,0,2,
102	NM_175611	chr21	-	30909253	31312282	30909550	31311818	16	30909253,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30909706,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31312282,	0	GRIK1	cmpl	cmpl	0,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,
102	NM_000830	chr21	-	30925865	31312282	30925875	31311818	17	30925865,30927372,30933944,30949283,30953744,30959685,30961158,30963431,30968845,30971149,31015145,31023437,31027129,31045302,31062047,31066214,31311700,	30926025,30927623,30934170,30949501,30953863,30959909,30961362,30963545,30968890,30971257,31015289,31023611,31027183,31045484,31062305,31066382,31312282,	0	GRIK1	cmpl	cmpl	0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,
103	NM_199328	chr21	-	31586323	31588469	31587565	31588243	1	31586323,	31588469,	0	CLDN8	cmpl	cmpl	0,
104	NM_014586	chr21	+	33245627	33376377	33245987	33371497	11	33245627,33296779,33312476,33318347,33331154,33340561,33346866,33355838,33362441,33368080,33370838,	33246248,33297072,33312532,33318483,33331282,33340697,33347029,33355922,33362489,33368261,33376377,	0	HUNK	cmpl	cmpl	0,0,2,1,2,1,2,0,0,0,1,
105	NM_003895	chr21	-	34001068	34100351	34003304	34100351	32	34001068,34011217,34011980,34014205,34014404,34015719,34017277,34017955,34018702,34022493,34025597,34028996,34029312,34030025,34037222,34038252,34038742,34042597,34045649,34048641,34050954,34053805,34056347,34058057,34059287,34060615,34066537,34067366,34072147,34074270,34099082,34100256,	34004111,34011435,34012089,34014276,34014443,34015767,34017316,34018099,34018912,34022656,34025676,34029212,34029430,34030182,34037381,34038445,34038883,34042682,34045841,34048665,34051111,34053958,34056429,34058227,34059384,34060677,34066621,34067592,34072415,34074357,34099228,34100351,	0	SYNJ1	cmpl	cmpl	0,1,0,1,1,1,1,1,1,0,2,2,1,0,0,2,2,1,1,1,0,0,2,0,2,0,0,2,1,1,2,0,
105	NM_001160302	chr21	-	34001068	34100250	34007173	34099206	32	34001068,34007170,34011217,34011980,34014205,34014404,34017277,34017955,34018702,34022493,34025597,34028996,34029312,34030025,34037222,34038252,34038742,34042597,34045649,34048641,34050954,34053805,34056347,34058057,34059287,34060615,34066537,34067366,34072147,34074270,34099082,34100147,	34004111,34007194,34011435,34012089,34014276,34014443,34017316,34018099,34018912,34022656,34025676,34029212,34029430,34030182,34037381,34038445,34038883,34042682,34045841,34048665,34051111,34053958,34056429,34058227,34059384,34060677,34066621,34067592,34072415,34074357,34099228,34100250,	0	SYNJ1	cmpl	cmpl	-1,0,1,0,1,1,1,1,1,0,2,2,1,0,0,2,2,1,1,1,0,0,2,0,2,0,0,2,1,1,0,-1,
105	NM_001160306	chr21	-	34001068	34100250	34003304	34099206	28	34001068,34011217,34011980,34014205,34017955,34018702,34022493,34025597,34028996,34029312,34030025,34037222,34038252,34038742,34042597,34045649,34050954,34053805,34056347,34058057,34059287,34060615,34066537,34067366,34072147,34074270,34099082,34100147,	34004111,34011435,34012089,34014276,34018099,34018912,34022656,34025676,34029212,34029430,34030182,34037381,34038445,34038883,34042682,34045841,34051120,34053958,34056429,34058227,34059384,34060677,34066621,34067592,34072415,34074357,34099228,34100250,	0	SYNJ1	cmpl	cmpl	0,1,0,1,1,1,0,2,2,1,0,0,2,2,1,1,0,0,2,0,2,0,0,2,1,1,0,-1,
105	NM_206898	chr21	+	33664123	33687094	33671282	33686964	5	33664123,33665303,33671272,33678950,33686861,	33664160,33665443,33671388,33679050,33687094,	0	MRAP	cmpl	cmpl	-1,-1,0,1,2,
105	NM_014825	chr21	-	33683329	33765312	33687228	33765219	39	33683329,33688776,33689986,33691526,33692840,33694110,33694787,33696800,33697538,33705625,33706471,33709402,33709712,33711015,33713774,33716878,33717682,33719264,33721612,33723012,33725018,33726241,33727167,33727757,33729845,33732104,33733315,33734200,33735464,33738926,33740711,33744815,33745955,33747706,33750753,33755730,33756621,33757853,33765077,	33687410,33689376,33690228,33691724,33692950,33694254,33694894,33696912,33697699,33705728,33706643,33709466,33709823,33711209,33713833,33717065,33717884,33720120,33721792,33723231,33725215,33726412,33727306,33727874,33729965,33732217,33733432,33734330,33735638,33739064,33740907,33744940,33746081,33747792,33750850,33755863,33756773,33757993,33765312,	0	URB1	cmpl	cmpl	1,1,2,2,0,0,1,0,1,0,2,1,1,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,1,0,
105	NM_058187	chr21	+	33784751	33887697	33785161	33887500	8	33784751,33825619,33829904,33840003,33867336,33873724,33876235,33887123,	33785321,33825816,33830028,33840156,33867480,33873805,33876325,33887697,	0	C21orf63	cmpl	cmpl	0,1,0,1,1,1,1,1,
105	NM_144659	chr21	-	33947150	33957845	33949083	33956614	5	33947150,33951003,33954509,33956470,33957730,	33949233,33951141,33954725,33956615,33957845,	0	TCP10L	cmpl	cmpl	0,0,0,0,-1,
105	NM_203446	chr21	-	34001068	34100351	34007173	34100351	33	34001068,34007170,34011217,34011980,34014205,34014404,34015719,34017277,34017955,34018702,34022493,34025597,34028996,34029312,34030025,34037222,34038252,34038742,34042597,34045649,34048641,34050954,34053805,34056347,34058057,34059287,34060615,34066537,34067366,34072147,34074270,34099082,34100256,	34004111,34007194,34011435,34012089,34014276,34014443,34015767,34017316,34018099,34018912,34022656,34025676,34029212,34029430,34030182,34037381,34038445,34038883,34042682,34045841,34048665,34051111,34053958,34056429,34058227,34059384,34060677,34066621,34067592,34072415,34074357,34099228,34100351,	0	SYNJ1	cmpl	cmpl	-1,0,1,0,1,1,1,1,1,1,0,2,2,1,0,0,2,2,1,1,1,0,0,2,0,2,0,0,2,1,1,2,0,
106	NM_145858	chr21	-	34961647	35014160	34962127	35003857	13	34961647,34963467,34968036,34969585,34971455,34974539,34975709,34985843,34989011,34994301,34996988,35003791,35013986,	34962227,34963513,34968142,34969707,34971554,34974651,34975843,34985912,34989056,34994374,34997066,35003863,35014160,	0	CRYZL1	cmpl	cmpl	2,1,0,1,1,0,1,1,1,0,0,0,-1,
106	NM_001001132	chr21	+	35014783	35210802	35091133	35209292	30	35014783,35091101,35093482,35094892,35107348,35122447,35124114,35127601,35134226,35138178,35140016,35144364,35147032,35147271,35153764,35154297,35166644,35169682,35172111,35174733,35183278,35186216,35190570,35191544,35195790,35199121,35201927,35206610,35208744,35209290,	35015019,35091161,35093575,35094956,35107509,35122627,35124211,35127702,35134290,35138316,35140132,35144627,35147182,35147412,35153852,35154437,35166772,35169912,35172233,35174748,35183526,35186376,35190776,35191627,35195957,35199167,35202049,35206728,35208936,35210802,	0	ITSN1	cmpl	cmpl	-1,0,1,1,2,1,1,2,1,2,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,0,1,0,1,1,
106	NM_003024	chr21	+	35014783	35261609	35091133	35260604	40	35014783,35091101,35093482,35094892,35107348,35122447,35124114,35127601,35134226,35138178,35140016,35144364,35147032,35147271,35153764,35154297,35166644,35169682,35172111,35174733,35183278,35186216,35190570,35191544,35195790,35199121,35201927,35206610,35208744,35229039,35230989,35237454,35239536,35247657,35254546,35255853,35257344,35257742,35258590,35260455,	35015019,35091161,35093575,35094956,35107509,35122627,35124211,35127702,35134290,35138316,35140132,35144627,35147182,35147412,35153852,35154437,35166772,35169912,35172233,35174748,35183526,35186376,35190776,35191627,35195957,35199167,35202049,35206728,35208936,35229161,35231096,35237638,35239635,35247825,35254759,35255975,35257427,35257826,35258764,35261609,	0	ITSN1	cmpl	cmpl	-1,0,1,1,2,1,1,2,1,2,2,1,0,0,0,1,0,2,1,0,0,2,0,2,1,0,1,0,1,1,0,2,0,0,0,0,2,1,1,1,
107	NM_203417	chr21	-	35888783	35986745	35890381	35895855	4	35888783,35893796,35895834,35986576,	35890554,35893956,35896008,35986745,	0	RCAN1	cmpl	cmpl	1,0,0,-1,
107	NM_004414	chr21	-	35888783	35987382	35890381	35987310	4	35888783,35893796,35895834,35987058,	35890554,35893956,35896008,35987382,	0	RCAN1	cmpl	cmpl	1,0,0,0,
107	NM_053277	chr21	+	36041687	36090519	36041687	36088780	6	36041687,36079577,36080241,36080997,36081654,36088618,	36043061,36079687,36080367,36081104,36081836,36090519,	0	CLIC6	cmpl	cmpl	0,0,2,2,1,0,
107	NM_001001890	chr21	-	36160097	36260987	36164431	36259409	6	36160097,36171597,36206706,36231770,36252853,36259139,	36164907,36171759,36206898,36231875,36253010,36260987,	0	RUNX1	cmpl	cmpl	1,1,1,1,0,0,
107	NM_001754	chr21	-	36160097	36421595	36164431	36421196	9	36160097,36171597,36206706,36231770,36252853,36259139,36265221,36421138,36421464,	36164907,36171759,36206898,36231875,36253010,36259393,36265260,36421255,36421595,	0	RUNX1	cmpl	cmpl	1,1,1,1,0,1,1,0,-1,
108	NM_005128	chr21	+	37536838	37666572	37537031	37665869	37	37536838,37537005,37571367,37572628,37581012,37583850,37584271,37586378,37586739,37591669,37595528,37597862,37599983,37602747,37605101,37609559,37610898,37612062,37617345,37619814,37620677,37623459,37626069,37632974,37635843,37636045,37642310,37649318,37650272,37650506,37652582,37653780,37660311,37661053,37661342,37664401,37665617,	37536891,37537169,37571549,37572799,37581202,37583949,37584395,37586488,37586854,37591790,37595648,37597965,37600175,37603432,37605373,37609712,37610999,37612253,37618975,37619926,37620866,37623582,37626207,37633030,37635948,37636112,37642455,37649398,37650382,37650653,37652644,37653909,37660448,37661109,37661504,37664531,37666572,	0	DOPEY2	cmpl	cmpl	-1,0,0,2,2,0,0,1,0,1,2,2,0,0,1,0,0,2,1,2,0,0,0,0,2,2,0,1,0,2,2,1,1,0,2,2,0,
