0:355:[11873,12227]
116:127:[911878,912004]
117:1778:[914260,916037]
118:38:[916516,916553]
119:30:[917444,917473]
120:472:[934341,934812]
121:89:[934905,934993]
122:97:[935071,935167]
123:308:[935245,935552]
124:470:[934343,934812]
121:89:[934905,934993]
125:482:[935071,935552]
126:111:[948846,948956]
127:557:[949363,949919]
128:252:[955502,955753]
129:263:[957580,957842]
130:49:[970656,970704]
131:217:[976044,976260]
132:226:[976552,976777]
133:226:[976857,977082]
134:208:[977335,977542]
135:220:[978618,978837]
136:196:[978917,979112]
137:202:[979202,979403]
138:150:[979488,979637]
139:107:[979713,979819]
140:118:[980540,980657]
141:166:[980738,980903]
142:145:[981112,981256]
143:126:[981343,981468]
144:107:[981539,981645]
145:340:[981776,982115]
146:139:[982199,982337]
147:129:[982706,982834]
148:116:[982952,983067]
149:121:[983155,983275]
150:355:[983391,983745]
151:194:[984246,984439]
152:217:[984615,984831]
153:231:[984945,985175]
154:136:[985282,985417]
155:98:[985612,985709]
156:166:[985806,985971]
157:113:[986105,986217]
158:118:[986632,986749]
159:194:[986832,987025]
160:89:[987107,987195]
161:226:[989132,989357]
162:105:[989827,989931]
163:1297:[990203,991499]
164:831:[1007125,1007955]
165:293:[1009395,1009687]
166:1171:[1017197,1018367]
167:32:[1019732,1019763]
168:27:[1019860,1019886]
169:136:[1021257,1021392]
170:67:[1022518,1022584]
171:97:[1022881,1022977]
172:77:[1025732,1025808]
173:95:[1026851,1026945]
174:114:[1027370,1027483]
175:298:[1051439,1051736]
176:95:[1072396,1072490]
177:209:[1076204,1076412]
178:1317:[1078118,1079434]
179:96:[1102483,1102578]
180:91:[1103242,1103332]
181:84:[1104384,1104467]
182:22:[1109285,1109306]
183:38:[1109664,1109701]
184:67:[1109803,1109869]
185:146:[1114568,1114713]
186:82:[1115036,1115117]
187:308:[1115413,1115720]
188:120:[1115862,1115981]
189:131:[1116110,1116240]
190:76:[1117120,1117195]
191:87:[1117740,1117826]
192:173:[1118255,1118427]
193:173:[1119299,1119471]
194:142:[1120348,1120489]
195:118:[1131979,1132096]
196:95:[1132472,1132566]
197:497:[1132817,1133313]
198:158:[1115076,1115233]
187:308:[1115413,1115720]
188:120:[1115862,1115981]
189:131:[1116110,1116240]
190:76:[1117120,1117195]
191:87:[1117740,1117826]
192:173:[1118255,1118427]
193:173:[1119299,1119471]
199:896:[1120348,1121243]
200:462:[1138887,1139348]
201:204:[1139413,1139616]
202:89:[1139778,1139866]
203:124:[1140749,1140872]
204:326:[1141764,1142089]
200:462:[1138887,1139348]
205:183:[1139434,1139616]
202:89:[1139778,1139866]
203:124:[1140749,1140872]
204:326:[1141764,1142089]
206:454:[1138887,1139340]
202:89:[1139778,1139866]
203:124:[1140749,1140872]
204:326:[1141764,1142089]
207:301:[1146705,1147005]
208:130:[1147083,1147212]
209:198:[1147321,1147518]
210:68:[1148017,1148084]
211:103:[1148371,1148473]
212:124:[1149042,1149165]
213:187:[1149362,1149548]
214:898:[1152287,1153184]
215:177:[1153837,1154013]
216:160:[1154148,1154307]
217:115:[1158623,1158737]
218:138:[1159211,1159348]
219:480:[1163847,1164326]
220:177:[1167271,1167447]
221:782:[1152287,1153068]
215:177:[1153837,1154013]
216:160:[1154148,1154307]
217:115:[1158623,1158737]
218:138:[1159211,1159348]
219:480:[1163847,1164326]
220:177:[1167271,1167447]
222:2793:[1167628,1170420]
223:202:[1177825,1178026]
224:80:[1178214,1178293]
225:92:[1178441,1178532]
226:110:[1178823,1178932]
227:153:[1179333,1179485]
228:86:[1179570,1179655]
229:118:[1179760,1179877]
230:210:[1181893,1182102]
231:1577:[1189291,1190867]
232:82:[1191424,1191505]
233:140:[1192371,1192510]
234:104:[1192587,1192690]
235:42:[1198725,1198766]
236:261:[1203112,1203372]
237:190:[1209045,1209234]
231:1577:[1189291,1190867]
232:82:[1191424,1191505]
233:140:[1192371,1192510]
234:104:[1192587,1192690]
235:42:[1198725,1198766]
238:132:[1203241,1203372]
237:190:[1209045,1209234]
231:1577:[1189291,1190867]
232:82:[1191424,1191505]
233:140:[1192371,1192510]
234:104:[1192587,1192690]
235:42:[1198725,1198766]
239:49:[1200162,1200210]
238:132:[1203241,1203372]
237:190:[1209045,1209234]
231:1577:[1189291,1190867]
232:82:[1191424,1191505]
233:140:[1192371,1192510]
234:104:[1192587,1192690]
235:42:[1198725,1198766]
237:190:[1209045,1209234]
240:232:[1215815,1216046]
241:73:[1216605,1216677]
242:201:[1216790,1216990]
243:75:[1217621,1217695]
244:114:[1219357,1219470]
245:354:[1221305,1221658]
246:209:[1222147,1222355]
247:192:[1222488,1222679]
248:90:[1222887,1222976]
249:165:[1223052,1223216]
250:100:[1223318,1223417]
251:119:[1225650,1225768]
252:80:[1225856,1225935]
253:59:[1226016,1226074]
254:60:[1226274,1226333]
255:77:[1226444,1226520]
256:777:[1226633,1227409]
240:232:[1215815,1216046]
241:73:[1216605,1216677]
242:201:[1216790,1216990]
243:75:[1217621,1217695]
244:114:[1219357,1219470]
257:95:[1220950,1221044]
245:354:[1221305,1221658]
246:209:[1222147,1222355]
247:192:[1222488,1222679]
248:90:[1222887,1222976]
249:165:[1223052,1223216]
250:100:[1223318,1223417]
251:119:[1225650,1225768]
252:80:[1225856,1225935]
253:59:[1226016,1226074]
254:60:[1226274,1226333]
255:77:[1226444,1226520]
256:777:[1226633,1227409]
258:1326:[1227763,1229088]
259:112:[1229202,1229313]
260:111:[1229469,1229579]
261:228:[1229781,1230008]
262:100:[1230097,1230196]
263:109:[1230826,1230934]
264:204:[1231115,1231318]
265:96:[1231394,1231489]
266:71:[1231590,1231660]
267:210:[1231804,1232013]
268:113:[1233201,1233313]
269:102:[1233392,1233493]
270:53:[1233749,1233801]
271:114:[1233946,1234059]
272:13:[1234724,1234736]
273:76:[1235210,1235285]
274:97:[1235352,1235448]
275:46:[1235537,1235582]
276:185:[1235888,1236072]
277:60:[1237367,1237426]
278:55:[1238301,1238355]
279:121:[1238541,1238661]
280:59:[1239465,1239523]
281:122:[1243148,1243269]
282:108:[1243993,1244100]
283:59:[1244294,1244352]
284:189:[1244465,1244653]
285:151:[1244833,1244983]
286:172:[1245060,1245231]
287:56:[1246013,1246068]
288:164:[1246288,1246451]
289:349:[1246709,1247057]
290:341:[1246964,1247304]
291:131:[1247397,1247527]
292:144:[1247605,1247748]
293:63:[1247819,1247881]
294:109:[1247972,1248080]
295:164:[1248166,1248329]
296:91:[1248414,1248504]
297:85:[1248888,1248972]
298:191:[1249111,1249301]
299:66:[1249680,1249745]
300:140:[1250203,1250342]
301:36:[1250783,1250818]
302:100:[1250899,1250998]
303:99:[1256375,1256473]
304:108:[1259960,1260067]
290:341:[1246964,1247304]
291:131:[1247397,1247527]
292:144:[1247605,1247748]
293:63:[1247819,1247881]
294:109:[1247972,1248080]
295:164:[1248166,1248329]
296:91:[1248414,1248504]
297:85:[1248888,1248972]
298:191:[1249111,1249301]
299:66:[1249680,1249745]
300:140:[1250203,1250342]
301:36:[1250783,1250818]
305:96:[1250899,1250994]
306:112:[1258556,1258667]
304:108:[1259960,1260067]
290:341:[1246964,1247304]
291:131:[1247397,1247527]
292:144:[1247605,1247748]
293:63:[1247819,1247881]
294:109:[1247972,1248080]
295:164:[1248166,1248329]
296:91:[1248414,1248504]
297:85:[1248888,1248972]
298:191:[1249111,1249301]
299:66:[1249680,1249745]
300:140:[1250203,1250342]
301:36:[1250783,1250818]
302:100:[1250899,1250998]
307:230:[1254675,1254904]
308:75:[1255835,1255909]
303:99:[1256375,1256473]
309:108:[1258560,1258667]
304:108:[1259960,1260067]
290:341:[1246964,1247304]
291:131:[1247397,1247527]
292:144:[1247605,1247748]
293:63:[1247819,1247881]
294:109:[1247972,1248080]
295:164:[1248166,1248329]
296:91:[1248414,1248504]
297:85:[1248888,1248972]
298:191:[1249111,1249301]
299:66:[1249680,1249745]
300:140:[1250203,1250342]
301:36:[1250783,1250818]
302:100:[1250899,1250998]
307:230:[1254675,1254904]
308:75:[1255835,1255909]
303:99:[1256375,1256473]
310:78:[1257287,1257364]
311:397:[1258271,1258667]
304:108:[1259960,1260067]
290:341:[1246964,1247304]
291:131:[1247397,1247527]
292:144:[1247605,1247748]
293:63:[1247819,1247881]
294:109:[1247972,1248080]
295:164:[1248166,1248329]
296:91:[1248414,1248504]
297:85:[1248888,1248972]
298:191:[1249111,1249301]
299:66:[1249680,1249745]
300:140:[1250203,1250342]
301:36:[1250783,1250818]
302:100:[1250899,1250998]
307:230:[1254675,1254904]
308:75:[1255835,1255909]
303:99:[1256375,1256473]
304:108:[1259960,1260067]
312:341:[1260142,1260482]
313:198:[1262215,1262412]
314:1657:[1262620,1264276]
315:192:[1266725,1266916]
316:302:[1267017,1267318]
317:784:[1267403,1268186]
318:205:[1268300,1268504]
319:122:[1268638,1268759]
320:960:[1268885,1269844]
321:1239:[1270657,1271895]
322:208:[1273356,1273563]
323:169:[1273648,1273816]
324:133:[1273901,1274033]
325:79:[1274741,1274819]
326:69:[1274961,1275029]
327:78:[1275115,1275192]
328:141:[1275417,1275557]
329:71:[1275626,1275696]
330:95:[1275789,1275883]
331:140:[1277046,1277185]
332:105:[1277432,1277536]
333:123:[1277742,1277864]
334:71:[1278068,1278138]
335:218:[1284275,1284492]
336:940:[1288070,1289009]
337:82:[1289227,1289308]
338:78:[1289409,1289486]
339:41:[1289572,1289612]
340:157:[1289733,1289889]
341:472:[1290061,1290532]
342:103:[1290623,1290725]
343:304:[1290829,1291132]
344:25:[1292060,1292084]
345:81:[1293835,1293915]
346:174:[1309109,1309282]
347:447:[1309379,1309825]
348:87:[1310084,1310170]
349:205:[1310376,1310580]
346:174:[1309109,1309282]
347:447:[1309379,1309825]
348:87:[1310084,1310170]
350:286:[1310533,1310818]
351:173:[1309110,1309282]
347:447:[1309379,1309825]
348:87:[1310084,1310170]
352:109:[1310454,1310562]
353:1873:[1321090,1322962]
354:94:[1323156,1323249]
355:113:[1323333,1323445]
356:143:[1325609,1325751]
357:106:[1325838,1325943]
358:101:[1326145,1326245]
359:66:[1328775,1328840]
360:122:[1330773,1330894]
361:111:[1333612,1333722]
362:76:[1333976,1334051]
363:321:[1334398,1334718]
364:517:[1327667,1328183]
359:66:[1328775,1328840]
360:122:[1330773,1330894]
361:111:[1333612,1333722]
362:76:[1333976,1334051]
363:321:[1334398,1334718]
365:161:[1334909,1335069]
366:147:[1335537,1335683]
367:1443:[1335984,1337426]
368:362:[1337275,1337636]
369:79:[1341188,1341266]
370:112:[1342288,1342399]
371:184:[1342510,1342693]
372:1131:[1353799,1354929]
373:542:[1355431,1355972]
374:210:[1356176,1356385]
375:313:[1356512,1356824]
372:1131:[1353799,1354929]
376:191:[1356195,1356385]
375:313:[1356512,1356824]
372:1131:[1353799,1354929]
374:210:[1356176,1356385]
375:313:[1356512,1356824]
377:259:[1361507,1361765]
378:235:[1362933,1363167]
379:300:[1370902,1371201]
380:559:[1372306,1372864]
381:3803:[1374460,1378262]
379:300:[1370902,1371201]
382:164:[1372701,1372864]
381:3803:[1374460,1378262]
383:1071:[1385068,1386138]
384:78:[1387425,1387502]
385:71:[1387744,1387814]
386:157:[1389724,1389880]
387:61:[1390839,1390899]
388:127:[1391170,1391296]
389:126:[1391604,1391729]
390:53:[1392508,1392560]
391:72:[1394540,1394611]
392:169:[1396129,1396297]
393:110:[1397979,1398088]
394:1776:[1403763,1405538]
395:307:[1407163,1407469]
396:78:[1412653,1412730]
397:103:[1414023,1414125]
398:61:[1414428,1414488]
399:71:[1416246,1416316]
400:167:[1417517,1417683]
401:71:[1417924,1417994]
402:157:[1420395,1420551]
403:58:[1421161,1421218]
404:127:[1421489,1421615]
405:126:[1421923,1422048]
406:53:[1423242,1423294]
407:72:[1424583,1424654]
408:169:[1425636,1425804]
409:110:[1425942,1426051]
410:719:[1430864,1431582]
411:332:[1447522,1447853]
412:78:[1451391,1451468]
413:247:[1452546,1452792]
414:61:[1453095,1453155]
415:71:[1454300,1454370]
416:167:[1455520,1455686]
417:71:[1455927,1455997]
418:157:[1458123,1458279]
419:58:[1458890,1458947]
420:127:[1459218,1459344]
421:126:[1459652,1459777]
422:53:[1460619,1460671]
423:72:[1461840,1461911]
424:169:[1463074,1463242]
425:110:[1464602,1464711]
426:763:[1469305,1470067]
411:332:[1447522,1447853]
412:78:[1451391,1451468]
427:103:[1452690,1452792]
414:61:[1453095,1453155]
415:71:[1454300,1454370]
416:167:[1455520,1455686]
417:71:[1455927,1455997]
418:157:[1458123,1458279]
419:58:[1458890,1458947]
420:127:[1459218,1459344]
421:126:[1459652,1459777]
422:53:[1460619,1460671]
423:72:[1461840,1461911]
424:169:[1463074,1463242]
425:110:[1464602,1464711]
426:763:[1469305,1470067]
428:162:[1447909,1448070]
412:78:[1451391,1451468]
427:103:[1452690,1452792]
414:61:[1453095,1453155]
415:71:[1454300,1454370]
416:167:[1455520,1455686]
417:71:[1455927,1455997]
418:157:[1458123,1458279]
419:58:[1458890,1458947]
420:127:[1459218,1459344]
421:126:[1459652,1459777]
422:53:[1460619,1460671]
423:72:[1461840,1461911]
424:169:[1463074,1463242]
425:110:[1464602,1464711]
426:763:[1469305,1470067]
429:731:[1470157,1470887]
430:210:[1470968,1471177]
431:108:[1475063,1475170]
432:72:[1475669,1475740]
433:496:[1477052,1477547]
434:120:[1479248,1479367]
435:141:[1480242,1480382]
436:145:[1500152,1500296]
437:406:[1509857,1510262]
438:2090:[1533387,1535476]
439:220:[1550794,1551013]
440:108:[1551887,1551994]
441:312:[1558768,1559079]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
444:196:[1560370,1560565]
445:144:[1560665,1560808]
446:109:[1560925,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
456:183:[1564764,1564946]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
439:220:[1550794,1551013]
440:108:[1551887,1551994]
441:312:[1558768,1559079]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
444:196:[1560370,1560565]
445:144:[1560665,1560808]
459:97:[1560937,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
456:183:[1564764,1564946]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
439:220:[1550794,1551013]
440:108:[1551887,1551994]
460:270:[1558810,1559079]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
444:196:[1560370,1560565]
445:144:[1560665,1560808]
446:109:[1560925,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
456:183:[1564764,1564946]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
439:220:[1550794,1551013]
440:108:[1551887,1551994]
461:95:[1558768,1558862]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
444:196:[1560370,1560565]
445:144:[1560665,1560808]
446:109:[1560925,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
456:183:[1564764,1564946]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
439:220:[1550794,1551013]
440:108:[1551887,1551994]
441:312:[1558768,1559079]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
445:144:[1560665,1560808]
446:109:[1560925,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
456:183:[1564764,1564946]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
462:237:[1551244,1551480]
440:108:[1551887,1551994]
460:270:[1558810,1559079]
442:173:[1559153,1559325]
443:108:[1560174,1560281]
445:144:[1560665,1560808]
446:109:[1560925,1561033]
447:106:[1562029,1562134]
448:164:[1562216,1562379]
449:135:[1562453,1562587]
450:150:[1562675,1562824]
451:158:[1563052,1563209]
452:162:[1563398,1563559]
453:128:[1563652,1563779]
454:235:[1563868,1564102]
455:180:[1564512,1564691]
457:67:[1565018,1565084]
458:320:[1565671,1565990]
463:195:[1567559,1567753]
464:132:[1568161,1568292]
465:141:[1568359,1568499]
466:169:[1568566,1568734]
467:166:[1569126,1569291]
468:112:[1569367,1569478]
469:128:[1569580,1569707]
470:205:[1569826,1570030]
471:135:[1568158,1568292]
466:169:[1568566,1568734]
467:166:[1569126,1569291]
468:112:[1569367,1569478]
469:128:[1569580,1569707]
472:202:[1569826,1570027]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
486:134:[1647784,1647917]
487:129:[1650766,1650894]
488:117:[1653034,1653150]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
491:124:[1577746,1577869]
492:138:[1643702,1643839]
486:134:[1647784,1647917]
487:129:[1650766,1650894]
488:117:[1653034,1653150]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
491:124:[1577746,1577869]
493:165:[1643702,1643866]
494:132:[1647784,1647915]
495:98:[1650797,1650894]
488:117:[1653034,1653150]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
491:124:[1577746,1577869]
492:138:[1643702,1643839]
486:134:[1647784,1647917]
487:129:[1650766,1650894]
488:117:[1653034,1653150]
496:48:[1654026,1654073]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
491:124:[1577746,1577869]
492:138:[1643702,1643839]
494:132:[1647784,1647915]
495:98:[1650797,1650894]
488:117:[1653034,1653150]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
473:120:[1571099,1571218]
474:191:[1571298,1571488]
475:150:[1571694,1571843]
476:118:[1572043,1572160]
477:109:[1572258,1572366]
478:123:[1572442,1572564]
479:107:[1572769,1572875]
480:123:[1573123,1573245]
481:92:[1573861,1573952]
482:177:[1575637,1575813]
483:67:[1576408,1576474]
484:160:[1577022,1577181]
485:97:[1577266,1577362]
491:124:[1577746,1577869]
492:138:[1643702,1643839]
494:132:[1647784,1647915]
495:98:[1650797,1650894]
488:117:[1653034,1653150]
496:48:[1654026,1654073]
489:126:[1654146,1654271]
490:71:[1655705,1655775]
497:4521:[1592938,1597458]
498:147:[1599765,1599911]
499:74:[1601102,1601175]
500:55:[1601536,1601590]
501:122:[1602947,1603068]
502:129:[1606901,1607029]
503:137:[1607502,1607638]
504:470:[1607816,1608285]
505:357:[1623887,1624243]
506:135:[1631377,1631511]
507:169:[1631785,1631953]
508:166:[1632345,1632510]
509:112:[1632586,1632697]
510:128:[1632799,1632926]
511:202:[1633046,1633247]
512:270:[1634169,1634438]
513:191:[1634518,1634708]
514:150:[1634914,1635063]
515:118:[1635262,1635379]
516:109:[1635477,1635585]
517:123:[1635661,1635783]
518:107:[1635988,1636094]
519:123:[1636342,1636464]
520:92:[1637080,1637171]
521:177:[1638847,1639023]
522:67:[1639618,1639684]
523:160:[1640232,1640391]
524:97:[1640476,1640572]
525:124:[1640956,1641079]
492:138:[1643702,1643839]
486:134:[1647784,1647917]
487:129:[1650766,1650894]
488:117:[1653034,1653150]
526:125:[1654146,1654270]
527:96:[1655696,1655791]
512:270:[1634169,1634438]
513:191:[1634518,1634708]
514:150:[1634914,1635063]
515:118:[1635262,1635379]
516:109:[1635477,1635585]
517:123:[1635661,1635783]
518:107:[1635988,1636094]
519:123:[1636342,1636464]
520:92:[1637080,1637171]
521:177:[1638847,1639023]
522:67:[1639618,1639684]
523:160:[1640232,1640391]
524:97:[1640476,1640572]
525:124:[1640956,1641079]
492:138:[1643702,1643839]
486:134:[1647784,1647917]
528:99:[1650796,1650894]
488:117:[1653034,1653150]
526:125:[1654146,1654270]
527:96:[1655696,1655791]
529:586:[1656276,1656861]
530:147:[1666128,1666274]
531:129:[1669759,1669887]
532:137:[1670360,1670496]
533:470:[1670674,1671143]
534:419:[1675689,1676107]
535:277:[1677162,1677438]
536:5140:[1658823,1663962]
530:147:[1666128,1666274]
531:129:[1669759,1669887]
532:137:[1670360,1670496]
533:470:[1670674,1671143]
535:277:[1677162,1677438]
537:1830:[1682670,1684499]
538:84:[1685005,1685088]
539:159:[1685489,1685647]
540:101:[1685722,1685822]
541:156:[1685982,1686137]
542:104:[1686812,1686915]
543:87:[1687696,1687782]
544:107:[1687941,1688047]
545:131:[1688619,1688749]
546:85:[1693390,1693474]
547:220:[1696666,1696885]
548:183:[1709727,1709909]
537:1830:[1682670,1684499]
538:84:[1685005,1685088]
539:159:[1685489,1685647]
540:101:[1685722,1685822]
541:156:[1685982,1686137]
542:104:[1686812,1686915]
543:87:[1687696,1687782]
544:107:[1687941,1688047]
545:131:[1688619,1688749]
549:279:[1689803,1690081]
537:1830:[1682670,1684499]
538:84:[1685005,1685088]
539:159:[1685489,1685647]
540:101:[1685722,1685822]
541:156:[1685982,1686137]
542:104:[1686812,1686915]
543:87:[1687696,1687782]
550:156:[1687941,1688096]
551:205:[1688545,1688749]
552:144:[1690539,1690682]
553:170:[1691172,1691341]
546:85:[1693390,1693474]
547:220:[1696666,1696885]
554:166:[1711343,1711508]
537:1830:[1682670,1684499]
538:84:[1685005,1685088]
539:159:[1685489,1685647]
540:101:[1685722,1685822]
541:156:[1685982,1686137]
542:104:[1686812,1686915]
543:87:[1687696,1687782]
544:107:[1687941,1688047]
545:131:[1688619,1688749]
546:85:[1693390,1693474]
547:220:[1696666,1696885]
555:114:[1710184,1710297]
556:1769:[1716724,1718492]
557:117:[1718760,1718876]
558:218:[1720491,1720708]
559:203:[1721833,1722035]
560:68:[1724683,1724750]
561:164:[1735857,1736020]
562:65:[1737913,1737977]
563:108:[1747194,1747301]
564:40:[1749275,1749314]
565:104:[1756835,1756938]
566:50:[1770628,1770677]
567:269:[1822258,1822526]
568:482:[1846265,1846746]
569:52:[1847123,1847174]
570:176:[1847879,1848054]
571:146:[1848190,1848335]
572:102:[1848412,1848513]
573:149:[1848585,1848733]
574:574:[1849028,1849601]
575:180:[1849691,1849870]
576:43:[1850331,1850373]
577:45:[1850483,1850527]
578:121:[1850620,1850740]
579:2539:[1884751,1887289]
580:166:[1888058,1888223]
